REGION,COUNTRY,SECTOR,SUBSECTOR,YEAR,QUARTER,"Dividend, USD"
Emerging Markets,Malaysia,Health,Healthcare,2018,18Q3,60921342.4846691
Emerging Markets,Malaysia,Health,Healthcare,2019,19q3,63965891.9531188
Emerging Markets,Malaysia,Health,Healthcare,2020,20Q2,81618512.5885246
Emerging Markets,Malaysia,Health,Healthcare,2021,21q2,85706669.1282111
Emerging Markets,Malaysia,Health,Healthcare,2022,22Q2,121260128.181553
Emerging Markets,Malaysia,Health,Healthcare,2023,23Q2,319336006.472367
Emerging Markets,Malaysia,Health,Healthcare,2023,23q4,64506581.3100142
Emerging Markets,Malaysia,Health,Healthcare,2024,24q2,101601369.986272
Emerging Markets,Malaysia,Health,Healthcare,2024,24q4,90505164.1246847
Emerging Markets,Malaysia,Health,Healthcare,2025,25q2,111119523.966025
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2010,10Q1,126977166.81
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2010,10Q2,83705015.94875
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2010,10Q3,87980924.2375
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2010,10Q4,123491102.5
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2011,11Q1,109975329.47525
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2011,11Q2,110657837.2465
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2011,11Q3,78193090.2525
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2011,11Q4,91864926.265
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2012,12Q1,167926560.9125
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2012,12Q2,143823475.84375
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2012,12Q3,147428893.79
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2012,12Q4,305350999.11
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2013,13Q1,62580489.0625
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2013,13Q2,95506712.007
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2013,13Q3,112122577.116
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2013,13Q4,137057364.12
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2014,14Q1,167050337.0725
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2014,14Q2,150077841.266
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2014,14Q3,156355075.84
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2014,14Q4,138879279.87
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2015,15Q1,151892549.28
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2015,15Q2,127510417.8285
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2015,15Q3,107719850.4135
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2015,15Q4,93874288.0905
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2016,16Q1,94605022.554
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2016,16Q2,96949874.77425
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2016,16Q3,101523395.2905
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2016,16Q4,97057513.196
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2017,17Q1,84329458.776
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2017,17Q2,85128063.236
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2017,17Q3,84701012.031
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2017,17Q4,93410570.68525
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2018,18Q1,91295473.6025
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2018,18Q2,94312410.8955
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2018,18Q3,92056295.99425
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2018,18Q4,93002396.325
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2019,19Q1,91414578.672
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2019,19Q2,80901387.7245
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2019,19q3,92824729.8
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2019,19Q4,84470058.84375
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2020,20Q1,78979569.911
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2020,20Q2,76101145.176
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2020,20Q3,69028194.47675
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2020,20Q4,79012266.4295
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2021,21Q1,67502713.275
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2021,21q2,63606829.026
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2021,21q3,66825831.105
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2021,21Q4,73740364.08
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2022,22q1,72016392.3375
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2022,22Q2,51221036.24825
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2022,22Q3,46948457.059
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2022,22Q4,59746864.344
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2023,23Q1,82307739.7514287
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2023,23Q2,80361392.8301834
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2023,23Q3,79954904.525085
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2023,23q4,83579398.3803929
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2024,24q1,86753177.6705836
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2024,24q2,87038214.0141402
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2024,24q3,99576277.8407002
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2024,24q4,94061097.3211111
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2025,25Q1,97950080.7222553
Emerging Markets,Malaysia,Media & Telecommunications,Telecoms,2025,25q2,103091277.543243
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2017,17Q3,13386727.3367357
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2017,17Q4,14206008.32436
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2018,18Q2,29481102.9039594
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2018,18Q3,14000860.4798344
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2018,18Q4,18934327.8762193
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2019,19Q2,26720275.8827834
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2019,19q3,12071201.8421646
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2019,19Q4,12291822.2074957
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2020,20Q1,11650633.508164
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2020,20Q3,19090389.7873786
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2021,21Q1,22242090.3681269
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2021,21q3,33847419.0129872
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2021,21Q4,19337290.3036779
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2022,22q1,19207369.7826139
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2022,22Q2,28060907.8097181
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2022,22Q3,31106312.5625176
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2022,22Q4,32734008.4744439
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2023,23Q1,32678371.4853502
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2023,23Q2,30893049.2134454
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2023,23Q3,30710465.8751792
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2023,23q4,31380483.1662048
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2024,24q1,30465583.8168457
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2024,24q2,30565619.3683648
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2024,24q3,34968670.2682447
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2024,24q4,32247191.6690561
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2025,25Q1,32494266.9076517
Emerging Markets,Malaysia,Mining & Chemicals,Mining & Chemicals,2025,25q2,38829490.4612943
Emerging Markets,Malaysia,Utilities,Utilities,2010,10Q2,79069339.1355938
Emerging Markets,Malaysia,Utilities,Utilities,2010,10Q4,282802658.764256
Emerging Markets,Malaysia,Utilities,Utilities,2011,11Q2,80975179.6462101
Emerging Markets,Malaysia,Utilities,Utilities,2012,12Q2,88219880.6732515
Emerging Markets,Malaysia,Utilities,Utilities,2012,12Q4,271162458.233877
Emerging Markets,Malaysia,Utilities,Utilities,2013,13Q2,181695966.9615
Emerging Markets,Malaysia,Utilities,Utilities,2013,13Q4,258446549.29675
Emerging Markets,Malaysia,Utilities,Utilities,2014,14Q2,175512695.506951
Emerging Markets,Malaysia,Utilities,Utilities,2014,14Q4,306674131.272254
Emerging Markets,Malaysia,Utilities,Utilities,2015,15Q2,153944659.072242
Emerging Markets,Malaysia,Utilities,Utilities,2015,15Q4,249746396.692093
Emerging Markets,Malaysia,Utilities,Utilities,2016,16Q2,136682269.046556
Emerging Markets,Malaysia,Utilities,Utilities,2016,16Q4,276770947.300261
Emerging Markets,Malaysia,Utilities,Utilities,2017,17Q2,224508581.211671
Emerging Markets,Malaysia,Utilities,Utilities,2017,17Q4,616020239.943082
Emerging Markets,Malaysia,Utilities,Utilities,2018,18Q2,311807636.646963
Emerging Markets,Malaysia,Utilities,Utilities,2018,18Q4,412381379.673598
Emerging Markets,Malaysia,Utilities,Utilities,2019,19Q2,317934976.882226
Emerging Markets,Malaysia,Utilities,Utilities,2019,19Q4,407613576.035526
Emerging Markets,Malaysia,Utilities,Utilities,2020,20Q2,910110246.811909
Emerging Markets,Malaysia,Utilities,Utilities,2020,20Q4,302303724.820591
Emerging Markets,Malaysia,Utilities,Utilities,2021,21q2,801720227.001004
Emerging Markets,Malaysia,Utilities,Utilities,2021,21Q4,302967796.777234
Emerging Markets,Malaysia,Utilities,Utilities,2022,22Q2,243577245.471497
Emerging Markets,Malaysia,Utilities,Utilities,2022,22Q4,244707663.752448
Emerging Markets,Malaysia,Utilities,Utilities,2023,23Q2,339800119.682157
Emerging Markets,Malaysia,Utilities,Utilities,2023,23q4,219957716.099452
Emerging Markets,Malaysia,Utilities,Utilities,2024,24q2,338758827.415786
Emerging Markets,Malaysia,Utilities,Utilities,2024,24q4,337177960.19705
Emerging Markets,Malaysia,Utilities,Utilities,2025,25q2,342674635.064223
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2010,10Q2,514125076.99945
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2011,11Q2,851132302.976217
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2012,12Q2,750435891.542704
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2013,13Q2,1086512991.78463
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2013,13Q4,229178939.753917
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2014,14Q2,1082469100.84997
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2014,14Q3,174122549.233596
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2014,14Q4,411092506.24735
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2015,15Q1,152017440.632299
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2015,15Q2,897663837.079541
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2015,15Q3,278138832.381897
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2015,15Q4,488218349.328481
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2016,16Q1,134349097.205504
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2016,16Q2,780920050.952747
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2016,16Q3,133710547.463381
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2016,16Q4,528332919.10081
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2017,17Q1,119416073.329462
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2017,17Q2,1515109028.97316
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2017,17Q3,157199297.309777
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2017,17Q4,499880811.305428
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2018,18Q1,149893340.283638
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2018,18Q2,360889410.796669
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2018,18Q3,264543919.548027
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2018,18Q4,545882068.073855
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2019,19Q1,299676910.158093
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2019,19Q2,576752236.318614
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2019,19q3,505729572.025415
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2019,19Q4,481755378.422931
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2020,20Q2,208829128.780997
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2020,20Q4,1326188493.08286
Emerging Markets,Mexico,Consumer Defensive,Food Retail,2021,21Q4,1355516863.12881
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2010,10Q2,184765222.099989
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2010,10Q4,68360521.8788877
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2011,11Q2,279881354.979366
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2011,11Q3,1474618459.87018
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2011,11Q4,110256165.011281
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2012,12Q2,208319164.820802
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2012,12Q4,154325098.895853
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2013,13Q2,441953740.69196
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2013,13Q4,807191857.820069
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2015,15Q2,338850573.685251
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2015,15Q4,143249102.702491
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2016,16Q2,387606622.557624
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2016,16Q4,140507757.054054
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2017,17Q2,404597576.831462
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2017,17Q4,145461456.098785
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2018,18Q2,439146526.538642
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2018,18Q4,150051951.000538
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2019,19Q2,537004302.72158
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2019,19Q4,211975625.204131
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2020,20Q2,325269337.168402
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2020,20Q3,270806297.031001
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2020,20Q4,282895563.056909
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2021,21q2,677466698.311234
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2021,21q3,133300996.065021
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2021,21Q4,279424483.388024
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2022,22Q2,607144323.512238
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2022,22Q4,609656690.878855
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2023,23Q2,837784202.983073
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2023,23Q3,225501070.680563
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2023,23q4,306715007.167684
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2024,24q2,893517822.818515
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2024,24q3,468995011.168091
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2024,24q4,247149872.491672
Emerging Markets,Mexico,Consumer Defensive,"Food, drink & Tobacco",2025,25q2,1322556603.06295
Emerging Markets,Mexico,Financial,Banks,2010,10Q1,26861264.4250809
Emerging Markets,Mexico,Financial,Banks,2010,10Q2,174942611.746215
Emerging Markets,Mexico,Financial,Banks,2010,10Q4,27620218.1030996
Emerging Markets,Mexico,Financial,Banks,2011,11Q2,208449016.884704
Emerging Markets,Mexico,Financial,Banks,2011,11Q4,29187315.2427002
Emerging Markets,Mexico,Financial,Banks,2012,12Q1,30919887.0669386
Emerging Markets,Mexico,Financial,Banks,2012,12Q2,193333431.37103
Emerging Markets,Mexico,Financial,Banks,2012,12Q4,32839533.975814
Emerging Markets,Mexico,Financial,Banks,2013,13Q1,33501878.8140628
Emerging Markets,Mexico,Financial,Banks,2013,13Q2,229413925.002628
Emerging Markets,Mexico,Financial,Banks,2013,13Q3,34046302.5072191
Emerging Markets,Mexico,Financial,Banks,2013,13Q4,1646220376.21741
Emerging Markets,Mexico,Financial,Banks,2014,14Q2,237145727.571505
Emerging Markets,Mexico,Financial,Banks,2014,14Q3,42101759.2568241
Emerging Markets,Mexico,Financial,Banks,2014,14Q4,50093314.2327232
Emerging Markets,Mexico,Financial,Banks,2015,15Q1,45108072.4135516
Emerging Markets,Mexico,Financial,Banks,2015,15Q2,227737311.634791
Emerging Markets,Mexico,Financial,Banks,2015,15Q3,42157365.7347643
Emerging Markets,Mexico,Financial,Banks,2015,15Q4,726209020.283073
Emerging Markets,Mexico,Financial,Banks,2016,16Q1,70160859.8211082
Emerging Markets,Mexico,Financial,Banks,2016,16Q2,232422105.104456
Emerging Markets,Mexico,Financial,Banks,2016,16Q3,248587927.840949
Emerging Markets,Mexico,Financial,Banks,2017,17Q1,175222090.866684
Emerging Markets,Mexico,Financial,Banks,2017,17Q2,591555287.127245
Emerging Markets,Mexico,Financial,Banks,2018,18Q2,631106310.627539
Emerging Markets,Mexico,Financial,Banks,2019,19Q2,1333015015.72832
Emerging Markets,Mexico,Financial,Banks,2021,21q2,451018329.548619
Emerging Markets,Mexico,Financial,Banks,2021,21Q4,354918605.005894
Emerging Markets,Mexico,Financial,Banks,2022,22Q2,888960201.241967
Emerging Markets,Mexico,Financial,Banks,2022,22Q4,851835747.370396
Emerging Markets,Mexico,Financial,Banks,2023,23Q2,1310705290.00893
Emerging Markets,Mexico,Financial,Banks,2023,23q4,834283500.048259
Emerging Markets,Mexico,Financial,Banks,2024,24q2,1433327738.00358
Emerging Markets,Mexico,Financial,Banks,2024,24q4,508692405.162429
Emerging Markets,Mexico,Financial,Banks,2025,25q2,1778330849.96278
Emerging Markets,Mexico,Industrial,Machinery,2010,10Q2,60721410.6459784
Emerging Markets,Mexico,Industrial,Machinery,2010,10Q4,60894412.40685
Emerging Markets,Mexico,Industrial,Machinery,2011,11Q2,48880015.9992788
Emerging Markets,Mexico,Industrial,Machinery,2011,11Q4,42599707.74774
Emerging Markets,Mexico,Industrial,Machinery,2012,12Q2,100093332.338729
Emerging Markets,Mexico,Industrial,Machinery,2012,12Q4,53707509.5352564
Emerging Markets,Mexico,Industrial,Machinery,2013,13Q2,66056778.7614301
Emerging Markets,Mexico,Industrial,Machinery,2013,13Q4,767075068.038738
Emerging Markets,Mexico,Industrial,Machinery,2014,14Q2,70954850.9875885
Emerging Markets,Mexico,Industrial,Machinery,2014,14Q4,67785719.6387545
Emerging Markets,Mexico,Industrial,Machinery,2015,15Q2,63612614.8649846
Emerging Markets,Mexico,Industrial,Machinery,2015,15Q4,58173113.7820389
Emerging Markets,Mexico,Industrial,Machinery,2016,16Q2,54419807.1754637
Emerging Markets,Mexico,Industrial,Machinery,2016,16Q4,52616548.5456738
Emerging Markets,Mexico,Industrial,Machinery,2017,17Q2,56258695.7183151
Emerging Markets,Mexico,Industrial,Machinery,2017,17Q4,54895186.216517
Emerging Markets,Mexico,Industrial,Machinery,2018,18Q2,53394908.3816271
Emerging Markets,Mexico,Industrial,Machinery,2018,18Q4,52779327.83484
Emerging Markets,Mexico,Industrial,Machinery,2019,19Q2,55813851.4847084
Emerging Markets,Mexico,Industrial,Machinery,2019,19Q4,56661947.1708746
Emerging Markets,Mexico,Industrial,Machinery,2023,23Q2,78616125.3925986
Emerging Markets,Mexico,Industrial,Machinery,2023,23q4,79381457.3226722
Emerging Markets,Mexico,Industrial,Machinery,2025,25q2,89538762.3055405
Emerging Markets,Mexico,Industrial,Transport,2010,10Q2,50642461.9226531
Emerging Markets,Mexico,Industrial,Transport,2010,10Q3,16726291.4784565
Emerging Markets,Mexico,Industrial,Transport,2010,10Q4,17028811.5780669
Emerging Markets,Mexico,Industrial,Transport,2011,11Q2,59426261.2920398
Emerging Markets,Mexico,Industrial,Transport,2011,11Q4,16890810.8178959
Emerging Markets,Mexico,Industrial,Transport,2012,12Q2,54117170.6852801
Emerging Markets,Mexico,Industrial,Transport,2012,12Q4,80272581.066753
Emerging Markets,Mexico,Industrial,Transport,2013,13Q2,67409992.9267292
Emerging Markets,Mexico,Industrial,Transport,2013,13Q4,20970856.7220939
Emerging Markets,Mexico,Industrial,Transport,2014,14Q2,189745579.381949
Emerging Markets,Mexico,Industrial,Transport,2014,14Q3,27786519.2316005
Emerging Markets,Mexico,Industrial,Transport,2015,15Q2,85078085.79468
Emerging Markets,Mexico,Industrial,Transport,2015,15Q3,51328325.674626
Emerging Markets,Mexico,Industrial,Transport,2015,15Q4,43330958.946
Emerging Markets,Mexico,Industrial,Transport,2016,16Q2,87543649.544175
Emerging Markets,Mexico,Industrial,Transport,2016,16Q3,58958483.98968
Emerging Markets,Mexico,Industrial,Transport,2016,16Q4,41769076.387698
Emerging Markets,Mexico,Industrial,Transport,2017,17Q2,83151911.485368
Emerging Markets,Mexico,Industrial,Transport,2017,17Q3,76328458.302096
Emerging Markets,Mexico,Industrial,Transport,2017,17Q4,71223676.758234
Emerging Markets,Mexico,Industrial,Transport,2018,18Q2,58767484.726335
Emerging Markets,Mexico,Industrial,Transport,2018,18Q3,96296308.667856
Emerging Markets,Mexico,Industrial,Transport,2018,18Q4,88988302.106352
Emerging Markets,Mexico,Industrial,Transport,2019,19Q2,75626100.653598
Emerging Markets,Mexico,Industrial,Transport,2019,19q3,99827863.22025
Emerging Markets,Mexico,Industrial,Transport,2019,19Q4,103249847.09858
Emerging Markets,Mexico,Industrial,Transport,2021,21q2,91359989.1225712
Emerging Markets,Mexico,Industrial,Transport,2021,21q3,183259269.32742
Emerging Markets,Mexico,Industrial,Transport,2022,22Q2,170879961.98592
Emerging Markets,Mexico,Industrial,Transport,2022,22Q4,467134969.343979
Emerging Markets,Mexico,Industrial,Transport,2023,23Q2,91024198.1686514
Emerging Markets,Mexico,Industrial,Transport,2023,23Q3,95382613.3728792
Emerging Markets,Mexico,Industrial,Transport,2023,23q4,276509171.166796
Emerging Markets,Mexico,Industrial,Transport,2024,24q3,164452138.326311
Emerging Markets,Mexico,Industrial,Transport,2024,24q4,143886930.131757
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2010,10Q1,86820409.494
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2010,10Q2,104505316.0695
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2010,10Q3,102129088.0635
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2010,10Q4,158803645.95
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2011,11Q1,194237331.912
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2011,11Q2,266341665.6
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2011,11Q3,286277567.5575
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2011,11Q4,230314382.73
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2012,12Q2,284538441.375
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2012,12Q3,237700849.896
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2012,12Q4,155051767.962
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2013,13Q1,158405681.421
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2013,13Q2,162034953.444
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2013,13Q3,79921821.2715
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2013,13Q4,155873856.177
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2014,14Q1,152948100.591
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2014,14Q2,120993130.98
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2014,14Q3,153223094.817
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2014,14Q4,148844561.697
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2015,15Q2,133546668.9336
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2015,15Q3,125284719.8187
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2015,15Q4,92892834.054
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2016,16Q1,41326263.009
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2016,16Q2,63298689.8265
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2016,16Q3,63995070.5325
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2016,16Q4,57039932.8485
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2017,17Q1,101522257.434
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2017,17Q2,125715574.26
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2017,17Q3,131979726.243
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2017,17Q4,167345136.198
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2018,18Q1,206312604.93
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2018,18Q2,236304138.375
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2018,18Q3,330367212.072
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2018,18Q4,305732482.632
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2019,19Q1,323204214.888
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2019,19Q2,326359500.3
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2019,19q3,310999601.88
Emerging Markets,Mexico,Mining & Chemicals,Mining & Chemicals,2019,19Q4,318201548.976
